Dimension,Category,Model,N,N_households,mean_kwh,mean_bias,median_bias,MAE,RMSE,R2,sMAPE,MedAE,P10_bias,P90_bias
Group,Treatment,XGBoost,5475,61,42.712867579908675,-1.7014233204741456,-2.4187045288085933,6.7879254526216695,9.445264425404877,0.8077418496387243,17.885735498027195,5.044374237060545,-11.29390899658203,8.202254119873055
Group,Treatment,LightGBM,5475,61,42.712867579908675,-1.5147534220682508,-2.00856144431674,6.877790923365809,9.55594556886354,0.8032096251484091,18.078970069622933,5.102576815178736,-11.7321415552334,8.742639766460536
Group,Treatment,DT,5475,61,42.712867579908675,0.2934567434531208,-0.3385714285714272,8.305117587523695,11.559104954312717,0.7120580559703623,21.721392340385584,6.090989010989034,-12.174279744136452,13.64878333333332
Group,Treatment,ANN,5475,61,42.712867579908675,2.84867813501657,1.3623404448709664,9.985950134669707,13.700662074010745,0.5954803455709199,24.804745110862665,7.333525583243095,-11.800398816562339,19.93944167697879
Group,Treatment,ElasticNet,5475,61,42.712867579908675,10.398718037565242,7.995913914112727,13.987460620748411,19.55286294766882,0.1760948250212867,34.80793813828612,10.168104476614701,-7.537602407399451,30.946453595538962
Intervention Status,Control (no visit),RF,68893,765,38.808834424397254,0.2961342426279882,-1.024832975877061,7.5670460506052555,11.731544812043985,0.7198473703779101,21.640286029356044,4.8034401757275305,-10.689969389265311,12.246808650360743
Intervention Status,Control (no visit),XGBoost,68893,765,38.808834424397254,-0.8034296432863589,-1.8425807189941423,7.89849452892957,11.740262924367546,0.71943083365607,22.732816141504937,5.339713745117187,-12.283787200927732,11.3149114151001
Intervention Status,Control (no visit),LightGBM,68893,765,38.808834424397254,-0.657970933611409,-1.6716165531646823,7.885280808258841,11.803625047844484,0.7163942013949004,22.672799183517032,5.291316462514022,-11.983341314628028,11.438625813211152
Intervention Status,Control (no visit),DT,68893,765,38.808834424397254,0.5069798259957019,-0.5130612244897748,9.589354919098797,14.64291019402294,0.5635453817846514,26.798460520512325,6.221428571428589,-13.555611125597562,15.67930516875144
Intervention Status,Control (no visit),ANN,68893,765,38.808834424397254,3.297795344516505,1.3490757372008915,10.8858854931882,15.702033530745398,0.49812438312985985,30.975304836383394,7.512404674359395,-12.698923247755761,21.478494396076055
Intervention Status,Control (no visit),ElasticNet,68893,765,38.808834424397254,5.2340441039453625,2.4695839285460863,14.235441332479226,20.466671728048247,0.14733439789377833,38.76380392453239,10.033946227699928,-15.239777941750743,28.453819180410914
Intervention Status,Treatment (post-visit),RF,4638,60,42.00073738680465,-0.12451843648348018,-1.1913054303519033,6.205980315731583,8.767909188809703,0.8146147026693644,16.427881770370536,4.609950441251993,-9.044164059153658,9.640939879942838
Intervention Status,Treatment (post-visit),XGBoost,4638,60,42.00073738680465,-1.4880852615139308,-2.3168205261230455,6.714540807946893,9.461433161970348,0.7841276331675064,17.66348224725092,4.951654968261721,-10.844982208251954,8.32856184387207
Intervention Status,Treatment (post-visit),LightGBM,4638,60,42.00073738680465,-1.3570665693344615,-2.0058238154640513,6.843606819101658,9.602308274974376,0.7776513531520411,17.98432099499555,5.003450299250709,-11.358448113488787,8.82845547378877
Intervention Status,Treatment (post-visit),DT,4638,60,42.00073738680465,0.3302694857835436,-0.42447557471264474,8.24799646114088,11.54945789461644,0.6783330793805079,21.506133643757046,5.996688988095236,-11.916100182149352,13.480063167818985
